"ano";"mes";"forma_de_apoio";"produto";"instrumento_financeiro";"inovacao";"porte_de_empresa";"regiao";"uf";"municipio";"municipio_codigo";"setor_cnae";"subsetor_cnae_agrupado";"setor_bndes";"subsetor_bndes";"desembolsos_reais"
2026;3;"DIRETA";"BNDES FINEM";"SANEAMENTO";"NÃO";"GRANDE";"SUDESTE";"RIO DE JANEIRO";"DIVERSOS";9999998;"COMÉRCIO E SERVIÇOS";"CONSTRUÇÃO";"INFRAESTRUTURA";"CONSTRUÇÃO";"1003470000,0"
2026;3;"DIRETA";"BNDES FINEM";"PROGRAMA FUNDO CLIMA";"NÃO";"GRANDE";"NORDESTE";"BAHIA";"DIVERSOS";9999998;"COMÉRCIO E SERVIÇOS";"ELETRICIDADE E GÁS";"INFRAESTRUTURA";"ENERGIA ELÉTRICA";"531682593,04"
2026;2;"DIRETA";"BNDES MERCADO DE CAPITAIS";"DEBENTURES - OFERTAS PÚBLICAS PADRÃO";"NÃO";"GRANDE";"NORTE";"TOCANTINS";"DIVERSOS";9999998;"COMÉRCIO E SERVIÇOS";"ELETRICIDADE E GÁS";"INFRAESTRUTURA";"ENERGIA ELÉTRICA";"460000000,0"
2026;1;"DIRETA";"BNDES MERCADO DE CAPITAIS";"DEBENTURES - OFERTAS PÚBLICAS PADRÃO";"NÃO";"GRANDE";"SUDESTE";"RIO DE JANEIRO";"DIVERSOS";9999998;"COMÉRCIO E SERVIÇOS";"ATIV AUX TRANSPORTE E ENTREGA";"INFRAESTRUTURA";"ATV. AUX. TRANSPORTES";"459000000,0"
2026;1;"DIRETA";"BNDES MERCADO DE CAPITAIS";"DEBENTURES - OFERTAS PÚBLICAS PADRÃO";"NÃO";"GRANDE";"SUDESTE";"RIO DE JANEIRO";"SAO JOAO DA BARRA";3305000;"COMÉRCIO E SERVIÇOS";"ELETRICIDADE E GÁS";"INFRAESTRUTURA";"ENERGIA ELÉTRICA";"375000000,0"
2026;2;"DIRETA";"BNDES MERCADO DE CAPITAIS";"DEBENTURES - OFERTAS PÚBLICAS PADRÃO";"NÃO";"GRANDE";"CENTRO OESTE";"MATO GROSSO";"DIVERSOS";9999998;"COMÉRCIO E SERVIÇOS";"ELETRICIDADE E GÁS";"INFRAESTRUTURA";"ENERGIA ELÉTRICA";"370000000,0"
2026;3;"DIRETA";"BNDES-EXIM";"BNDES EXIM PÓS-EMBARQUE –  Buyer’s Credit";"NÃO";"GRANDE";"SUDESTE";"SAO PAULO";"SAO JOSE DOS CAMPOS";3549904;"INDÚSTRIA DE TRANSFORMAÇÃO";"OUTROS EQUIP TRANSPORTE";"INDUSTRIA";"MATERIAL DE TRANSPORTE";"347542976,38"
2026;2;"INDIRETA";"BNDES FINAME";"MATERIAIS INDUSTRIALIZADOS";"NÃO";"GRANDE";"SUL";"PARANA";"CURITIBA";4106902;"INDÚSTRIA DE TRANSFORMAÇÃO";"QUÍMICA";"INDUSTRIA";"QUÍMICA E PETROQUÍMICA";"308000000,0"
2026;2;"DIRETA";"BNDES FINAME";"BK AQUISIÇÃO E COMERCIALIZAÇÃO – BAIXO CARBONO";"NÃO";"GRANDE";"SUDESTE";"SAO PAULO";"SAO PAULO";3550308;"COMÉRCIO E SERVIÇOS";"TRANSPORTE TERRESTRE";"INFRAESTRUTURA";"TRANSPORTE RODOVIÁRIO";"286993343,22"
2026;2;"DIRETA";"BNDES FINEM";"DISTRIBUIÇÃO DE GÁS E BIOCOMBUSTÍVEIS CONVENCIONAIS";"NÃO";"GRANDE";"SUDESTE";"ESPIRITO SANTO";"VILA VELHA";3205200;"COMÉRCIO E SERVIÇOS";"ATIV AUX TRANSPORTE E ENTREGA";"INFRAESTRUTURA";"ATV. AUX. TRANSPORTES";"264073594,0"
2026;2;"DIRETA";"BNDES FINEM";"PROGRAMA FUNDO CLIMA";"NÃO";"GRANDE";"NORDESTE";"RIO GRANDE DO NORTE";"ACU";2400208;"COMÉRCIO E SERVIÇOS";"ELETRICIDADE E GÁS";"INFRAESTRUTURA";"ENERGIA ELÉTRICA";"257142857,14"
2026;1;"DIRETA";"BNDES FINEM";"MEIO AMBIENTE";"NÃO";"GRANDE";"SUDESTE";"SAO PAULO";"SAO PAULO";3550308;"COMÉRCIO E SERVIÇOS";"TRANSPORTE TERRESTRE";"INFRAESTRUTURA";"OUTROS TRANSPORTES";"256662915,33"
2026;2;"DIRETA";"BNDES MERCADO DE CAPITAIS";"DEBENTURES - OFERTAS PÚBLICAS PADRÃO";"NÃO";"GRANDE";"NORTE";"ACRE";"DIVERSOS";9999998;"COMÉRCIO E SERVIÇOS";"ELETRICIDADE E GÁS";"INFRAESTRUTURA";"ENERGIA ELÉTRICA";"220000000,0"
2026;2;"DIRETA";"BNDES FINEM";"PROGRAMA BNDES BRASIL SOBERANO";"NÃO";"GRANDE";"SUDESTE";"SAO PAULO";"GUARULHOS";3518800;"COMÉRCIO E SERVIÇOS";"ATIV IMOBIL, PROFISSIONAL E ADM";"COMÉRCIO E SERVIÇOS";"COMÉRCIO E SERVIÇOS";"200000000,0"
2026;1;"DIRETA";"BNDES FINEM";"PROGRAMA FUNDO CLIMA";"NÃO";"GRANDE";"SUDESTE";"MINAS GERAIS";"JANAUBA";3135100;"COMÉRCIO E SERVIÇOS";"ELETRICIDADE E GÁS";"INFRAESTRUTURA";"ENERGIA ELÉTRICA";"200000000,0"
2026;1;"DIRETA";"BNDES FINEM";"PROGRAMA BNDES BRASIL SOBERANO";"NÃO";"GRANDE";"SUDESTE";"SAO PAULO";"SAO CARLOS";3548906;"INDÚSTRIA DE TRANSFORMAÇÃO";"PRODUTOS DIVERSOS";"INDUSTRIA";"OUTRAS";"200000000,0"
2026;1;"DIRETA";"BNDES-EXIM";"PROGRAMA BNDES BRASIL SOBERANO";"NÃO";"GRANDE";"SUL";"RIO GRANDE DO SUL";"NOVA PRATA";4313300;"INDÚSTRIA DE TRANSFORMAÇÃO";"BORRACHA E PLÁSTICO";"INDUSTRIA";"OUTRAS";"199676533,7"
2026;3;"DIRETA";"BNDES FINEM";"MEIO AMBIENTE";"NÃO";"GRANDE";"SUDESTE";"SAO PAULO";"ALUMINIO";3501152;"INDÚSTRIA DE TRANSFORMAÇÃO";"METALURGIA";"INDUSTRIA";"METALURGIA E PRODUTOS";"181903182,54"
2026;1;"DIRETA";"BNDES FINEM";"PRODUÇÃO DE ALIMENTOS E BIOCOMBUSTÍVEIS";"NÃO";"GRANDE";"CENTRO OESTE";"MATO GROSSO DO SUL";"DIVERSOS";9999998;"INDÚSTRIA DE TRANSFORMAÇÃO";"PRODUTOS ALIMENTÍCIOS";"INDUSTRIA";"ALIMENTO E BEBIDA";"181795902,0"
2026;2;"DIRETA";"BNDES-EXIM";"PROGRAMA BNDES BRASIL SOBERANO";"NÃO";"GRANDE";"SUL";"SANTA CATARINA";"TIJUCAS";4218004;"INDÚSTRIA DE TRANSFORMAÇÃO";"MINERAL NÃO METÁLICO";"INDUSTRIA";"OUTRAS";"159583976,47"
2026;3;"DIRETA";"BNDES FINEM";"ENERGIA - GERAÇÃO DE ENERGIAS ALTERNATIVAS A PARTIR DE BIOMASSA, EÓLICA E PEQUENAS CENTRAIS HIDRELÉTRICAS";"NÃO";"GRANDE";"NORDESTE";"BAHIA";"DIVERSOS";9999998;"COMÉRCIO E SERVIÇOS";"ELETRICIDADE E GÁS";"INFRAESTRUTURA";"ENERGIA ELÉTRICA";"150000000,0"
2026;3;"DIRETA";"BNDES FINEM";"PROGRAMA BNDES MAIS INOVAÇÃO";"SIM";"GRANDE";"CENTRO OESTE";"MATO GROSSO";"LUCAS DO RIO VERDE";5105259;"INDÚSTRIA DE TRANSFORMAÇÃO";"COQUE, PETRÓLEO E COMBUSTÍVEL";"INDUSTRIA";"QUÍMICA E PETROQUÍMICA";"150000000,0"
2026;1;"DIRETA";"BNDES FINEM";"PROGRAMA BNDES BRASIL SOBERANO";"NÃO";"GRANDE";"SUL";"PARANA";"GUARAPUAVA";4109401;"INDÚSTRIA DE TRANSFORMAÇÃO";"MADEIRA";"INDUSTRIA";"OUTRAS";"150000000,0"
2026;3;"DIRETA";"BNDES-EXIM";"PROGRAMA BNDES BRASIL SOBERANO";"NÃO";"GRANDE";"SUDESTE";"SAO PAULO";"RIBEIRAO PRETO";3543402;"COMÉRCIO E SERVIÇOS";"COMÉRCIO";"COMÉRCIO E SERVIÇOS";"COMÉRCIO E SERVIÇOS";"149985000,0"
2026;3;"DIRETA";"BNDES FINEM";"ENERGIA - Distribuição de Energia Elétrica";"NÃO";"GRANDE";"CENTRO OESTE";"MATO GROSSO DO SUL";"DIVERSOS";9999998;"COMÉRCIO E SERVIÇOS";"ELETRICIDADE E GÁS";"INFRAESTRUTURA";"ENERGIA ELÉTRICA";"144000000,0"
2026;1;"DIRETA";"BNDES FINEM";"FUNDO DA MARINHA MERCANTE";"NÃO";"GRANDE";"SUL";"SANTA CATARINA";"DIVERSOS";9999998;"COMÉRCIO E SERVIÇOS";"TRANSPORTE AQUAVIÁRIO";"INFRAESTRUTURA";"OUTROS TRANSPORTES";"133655450,83"
2026;2;"DIRETA";"BNDES FINEM";"PROGRAMA BNDES MAIS INOVAÇÃO";"SIM";"GRANDE";"SUL";"PARANA";"SAO JORGE D'OESTE";4125209;"INDÚSTRIA DE TRANSFORMAÇÃO";"PRODUTOS ALIMENTÍCIOS";"INDUSTRIA";"ALIMENTO E BEBIDA";"132366557,56"
2026;3;"DIRETA";"BNDES FINEM";"PROGRAMA BNDES INVEST IMPACTO";"NÃO";"GRANDE";"CENTRO OESTE";"MATO GROSSO DO SUL";"DIVERSOS";9999998;"COMÉRCIO E SERVIÇOS";"CONSTRUÇÃO";"INFRAESTRUTURA";"CONSTRUÇÃO";"129000000,0"
2026;3;"DIRETA";"BNDES FINEM";"PROGRAMA BNDES MAIS INOVAÇÃO";"SIM";"GRANDE";"SUL";"RIO GRANDE DO SUL";"PASSO FUNDO";4314100;"INDÚSTRIA DE TRANSFORMAÇÃO";"COQUE, PETRÓLEO E COMBUSTÍVEL";"INDUSTRIA";"QUÍMICA E PETROQUÍMICA";"118940721,99"
2026;1;"DIRETA";"BNDES-EXIM";"BNDES EXIM PÓS-EMBARQUE –  Buyer’s Credit";"NÃO";"GRANDE";"SUDESTE";"SAO PAULO";"SAO JOSE DOS CAMPOS";3549904;"INDÚSTRIA DE TRANSFORMAÇÃO";"OUTROS EQUIP TRANSPORTE";"INDUSTRIA";"MATERIAL DE TRANSPORTE";"112288936,55"
2026;3;"DIRETA";"BNDES FINEM";"DEMAIS INVESTIMENTOS";"NÃO";"GRANDE";"SUL";"RIO GRANDE DO SUL";"PASSO FUNDO";4314100;"INDÚSTRIA DE TRANSFORMAÇÃO";"COQUE, PETRÓLEO E COMBUSTÍVEL";"INDUSTRIA";"QUÍMICA E PETROQUÍMICA";"110116258,98"
2026;3;"DIRETA";"BNDES FINEM";"PROGRAMA FUNDO CLIMA";"NÃO";"MÉDIA";"SUDESTE";"SAO PAULO";"PAULINIA";3536505;"INDÚSTRIA DE TRANSFORMAÇÃO";"COQUE, PETRÓLEO E COMBUSTÍVEL";"INDUSTRIA";"QUÍMICA E PETROQUÍMICA";"107690000,0"
2026;1;"DIRETA";"BNDES MERCADO DE CAPITAIS";"MERCADO DE CAPITAIS";"NÃO";"GRANDE";"SUDESTE";"SAO PAULO";"SAO PAULO";3550308;"COMÉRCIO E SERVIÇOS";"ATIV FINANCEIRA E SEGURO";"COMÉRCIO E SERVIÇOS";"COMÉRCIO E SERVIÇOS";"105353026,23"
2026;1;"DIRETA";"BNDES FINEM";"FUNDO DA MARINHA MERCANTE";"NÃO";"GRANDE";"SUL";"RIO GRANDE DO SUL";"RIO GRANDE";4315602;"COMÉRCIO E SERVIÇOS";"ATIV AUX TRANSPORTE E ENTREGA";"INFRAESTRUTURA";"ATV. AUX. TRANSPORTES";"103735401,11"
2026;2;"DIRETA";"BNDES FINEM";"ENERGIA – GERAÇÃO DE ENERGIA SOLAR";"NÃO";"GRANDE";"NORDESTE";"RIO GRANDE DO NORTE";"ACU";2400208;"COMÉRCIO E SERVIÇOS";"ELETRICIDADE E GÁS";"INFRAESTRUTURA";"ENERGIA ELÉTRICA";"102857142,86"
2026;2;"DIRETA";"BNDES FINEM";"PROJETOS ESTRUTURADORES DE TRANSPORTE URBANO";"NÃO";"GRANDE";"SUDESTE";"SAO PAULO";"SAO PAULO";3550308;"COMÉRCIO E SERVIÇOS";"ADMINISTRAÇÃO PÚBLICA";"COMÉRCIO E SERVIÇOS";"COMÉRCIO E SERVIÇOS";"101999999,99"
2026;1;"DIRETA";"BNDES FINEM";"ENERGIA – GERAÇÃO DE ENERGIA SOLAR";"NÃO";"GRANDE";"SUDESTE";"MINAS GERAIS";"JANAUBA";3135100;"COMÉRCIO E SERVIÇOS";"ELETRICIDADE E GÁS";"INFRAESTRUTURA";"ENERGIA ELÉTRICA";"100000000,0"
2026;3;"DIRETA";"BNDES FINEM";"PROGRAMA BNDES INVEST IMPACTO";"NÃO";"GRANDE";"NORDESTE";"PARAIBA";"DIVERSOS";9999998;"COMÉRCIO E SERVIÇOS";"CONSTRUÇÃO";"INFRAESTRUTURA";"CONSTRUÇÃO";"100000000,0"
2026;3;"DIRETA";"BNDES-EXIM";"PROGRAMA BNDES BRASIL SOBERANO";"NÃO";"GRANDE";"NORDESTE";"BAHIA";"JUAZEIRO";2918407;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"100000000,0"
2026;3;"DIRETA";"BNDES-EXIM";"PROGRAMA BNDES BRASIL SOBERANO";"NÃO";"GRANDE";"SUL";"PARANA";"PALMAS";4117602;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"100000000,0"
2026;3;"INDIRETA";"BNDES FINAME";"MATERIAIS INDUSTRIALIZADOS";"NÃO";"GRANDE";"NORDESTE";"BAHIA";"ITAPETINGA";2916401;"INDÚSTRIA DE TRANSFORMAÇÃO";"COURO, ARTEFATO E CALÇADO";"INDUSTRIA";"OUTRAS";"97500000,0"
2026;1;"DIRETA";"BNDES FINEM";"PROGRAMA FUNDO CLIMA";"SIM";"GRANDE";"SUDESTE";"SAO PAULO";"DIVERSOS";9999998;"INDÚSTRIA DE TRANSFORMAÇÃO";"OUTROS EQUIP TRANSPORTE";"INDUSTRIA";"MATERIAL DE TRANSPORTE";"90000000,0"
2026;2;"INDIRETA";"BNDES AUTOMÁTICO";"PROGRAMA FUNDO CLIMA";"NÃO";"GRANDE";"NORDESTE";"MARANHAO";"BALSAS";2101400;"INDÚSTRIA DE TRANSFORMAÇÃO";"COQUE, PETRÓLEO E COMBUSTÍVEL";"INDUSTRIA";"QUÍMICA E PETROQUÍMICA";"81624784,45"
2026;3;"DIRETA";"BNDES MERCADO DE CAPITAIS";"MERCADO DE CAPITAIS";"NÃO";"GRANDE";"SUDESTE";"SAO PAULO";"SAO PAULO";3550308;"COMÉRCIO E SERVIÇOS";"ATIV FINANCEIRA E SEGURO";"COMÉRCIO E SERVIÇOS";"COMÉRCIO E SERVIÇOS";"81620736,79"
2026;1;"DIRETA";"BNDES MERCADO DE CAPITAIS";"DEBENTURES - OFERTAS PÚBLICAS PADRÃO";"NÃO";"GRANDE";"SUDESTE";"MINAS GERAIS";"DIVERSOS";9999998;"COMÉRCIO E SERVIÇOS";"ATIV AUX TRANSPORTE E ENTREGA";"INFRAESTRUTURA";"ATV. AUX. TRANSPORTES";"81000000,0"
2026;2;"DIRETA";"BNDES FINEM";"ENERGIA – GERAÇÃO DE ENERGIA SOLAR";"NÃO";"GRANDE";"SUDESTE";"SAO PAULO";"DIVERSOS";9999998;"COMÉRCIO E SERVIÇOS";"ELETRICIDADE E GÁS";"INFRAESTRUTURA";"ENERGIA ELÉTRICA";"80996433,32"
2026;1;"DIRETA";"BNDES FINEM";"PROGRAMA BNDES INVEST IMPACTO";"NÃO";"GRANDE";"NORTE";"PARA";"DIVERSOS";9999998;"COMÉRCIO E SERVIÇOS";"ADMINISTRAÇÃO PÚBLICA";"COMÉRCIO E SERVIÇOS";"COMÉRCIO E SERVIÇOS";"80000000,0"
2026;3;"DIRETA";"BNDES FINEM";"PROGRAMA BNDES MAIS INOVAÇÃO";"SIM";"GRANDE";"SUL";"RIO GRANDE DO SUL";"DIVERSOS";9999998;"INDÚSTRIA DE TRANSFORMAÇÃO";"PRODUTOS ALIMENTÍCIOS";"INDUSTRIA";"ALIMENTO E BEBIDA";"75133999,98"
2026;3;"DIRETA";"BNDES FINEM";"INOVAÇÃO";"SIM";"GRANDE";"SUL";"RIO GRANDE DO SUL";"DIVERSOS";9999998;"INDÚSTRIA DE TRANSFORMAÇÃO";"PRODUTOS ALIMENTÍCIOS";"INDUSTRIA";"ALIMENTO E BEBIDA";"75133999,98"
2026;1;"DIRETA";"BNDES-EXIM";"PROGRAMA BNDES BRASIL SOBERANO";"NÃO";"GRANDE";"SUL";"RIO GRANDE DO SUL";"CARLOS BARBOSA";4304804;"INDÚSTRIA DE TRANSFORMAÇÃO";"PRODUTO DE METAL";"INDUSTRIA";"METALURGIA E PRODUTOS";"70000000,0"
2026;3;"DIRETA";"BNDES FINEM";"PROGRAMA BNDES INVEST IMPACTO";"NÃO";"GRANDE";"SUDESTE";"ESPIRITO SANTO";"DIVERSOS";9999998;"COMÉRCIO E SERVIÇOS";"CONSTRUÇÃO";"INFRAESTRUTURA";"CONSTRUÇÃO";"70000000,0"
2026;3;"INDIRETA";"BNDES FINAME";"PROGRAMA BNDES RENOVA FROTA";"NÃO";"GRANDE";"SUDESTE";"MINAS GERAIS";"BELO HORIZONTE";3106200;"COMÉRCIO E SERVIÇOS";"TRANSPORTE TERRESTRE";"INFRAESTRUTURA";"TRANSPORTE RODOVIÁRIO";"69990000,0"
2026;3;"DIRETA";"BNDES MÁQUINAS E SERVIÇOS";"BK AQUISIÇÃO E COMERCIALIZAÇÃO – MÁQUINAS 4.0";"NÃO";"GRANDE";"SUDESTE";"SAO PAULO";"SAO PAULO";3550308;"COMÉRCIO E SERVIÇOS";"ATIV IMOBIL, PROFISSIONAL E ADM";"COMÉRCIO E SERVIÇOS";"COMÉRCIO E SERVIÇOS";"68264079,09"
2026;3;"DIRETA";"BNDES MERCADO DE CAPITAIS";"MERCADO DE CAPITAIS";"SIM";"MÉDIA";"SUDESTE";"RIO DE JANEIRO";"RIO DE JANEIRO";3304557;"COMÉRCIO E SERVIÇOS";"ATIV FINANCEIRA E SEGURO";"COMÉRCIO E SERVIÇOS";"COMÉRCIO E SERVIÇOS";"68144736,84"
2026;3;"INDIRETA";"BNDES FINAME";"PROGRAMA BNDES RENOVA FROTA";"NÃO";"GRANDE";"CENTRO OESTE";"GOIAS";"RIO VERDE";5218805;"COMÉRCIO E SERVIÇOS";"TRANSPORTE TERRESTRE";"INFRAESTRUTURA";"TRANSPORTE RODOVIÁRIO";"65791150,23"
2026;1;"INDIRETA";"BNDES FINAME";"MATERIAIS INDUSTRIALIZADOS";"NÃO";"GRANDE";"SUDESTE";"SAO PAULO";"SAO JOAQUIM DA BARRA";3549409;"INDÚSTRIA DE TRANSFORMAÇÃO";"QUÍMICA";"INDUSTRIA";"QUÍMICA E PETROQUÍMICA";"65000000,0"
2026;2;"INDIRETA";"BNDES FINAME";"PROGRAMA BNDES RENOVA FROTA";"NÃO";"GRANDE";"SUDESTE";"SAO PAULO";"JUNDIAI";3525904;"COMÉRCIO E SERVIÇOS";"TRANSPORTE TERRESTRE";"INFRAESTRUTURA";"TRANSPORTE RODOVIÁRIO";"63270000,0"
2026;3;"INDIRETA";"BNDES FINAME";"PROGRAMA BNDES RENOVA FROTA";"NÃO";"GRANDE";"SUL";"PARANA";"SAO JOSE DOS PINHAIS";4125506;"COMÉRCIO E SERVIÇOS";"TRANSPORTE TERRESTRE";"INFRAESTRUTURA";"TRANSPORTE RODOVIÁRIO";"60305000,0"
2026;2;"INDIRETA";"BNDES FINAME";"MATERIAIS INDUSTRIALIZADOS";"NÃO";"GRANDE";"SUL";"SANTA CATARINA";"SAO FRANCISCO DO SUL";4216206;"INDÚSTRIA DE TRANSFORMAÇÃO";"PRODUTO DE METAL";"INDUSTRIA";"METALURGIA E PRODUTOS";"60000000,0"
2026;1;"DIRETA";"BNDES FINEM";"PROGRAMA BNDES MAIS INOVAÇÃO";"SIM";"GRANDE";"SUL";"SANTA CATARINA";"BLUMENAU";4202404;"COMÉRCIO E SERVIÇOS";"INFORMAÇÃO E COMUNICAÇÃO";"COMÉRCIO E SERVIÇOS";"COMÉRCIO E SERVIÇOS";"60000000,0"
2026;1;"INDIRETA";"BNDES FINAME";"MATERIAIS INDUSTRIALIZADOS";"NÃO";"GRANDE";"SUDESTE";"SAO PAULO";"SANTO ANDRE";3547809;"COMÉRCIO E SERVIÇOS";"COMÉRCIO";"COMÉRCIO E SERVIÇOS";"COMÉRCIO E SERVIÇOS";"60000000,0"
2026;3;"DIRETA";"BNDES FINEM";"PROGRAMA FUNDO CLIMA";"NÃO";"GRANDE";"SUDESTE";"SAO PAULO";"DIVERSOS";9999998;"COMÉRCIO E SERVIÇOS";"ELETRICIDADE E GÁS";"INFRAESTRUTURA";"ENERGIA ELÉTRICA";"57764054,29"
2026;3;"DIRETA";"BNDES FINAME";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"NÃO";"GRANDE";"SUL";"RIO GRANDE DO SUL";"ERECHIM";4307005;"INDÚSTRIA DE TRANSFORMAÇÃO";"PRODUTOS ALIMENTÍCIOS";"INDUSTRIA";"ALIMENTO E BEBIDA";"57548351,95"
2026;3;"DIRETA";"BNDES FINEM";"CAPACIDADE PRODUTIVA - DEMAIS INDÚSTRIA E SERVIÇOS";"NÃO";"GRANDE";"SUDESTE";"SAO PAULO";"DIVERSOS";9999998;"INDÚSTRIA DE TRANSFORMAÇÃO";"METALURGIA";"INDUSTRIA";"METALURGIA E PRODUTOS";"56985384,23"
2026;3;"INDIRETA";"BNDES AUTOMÁTICO";"PRONAF INVESTIMENTO";"NÃO";"GRANDE";"SUL";"SANTA CATARINA";"RIO DO SUL";4214805;"INDÚSTRIA DE TRANSFORMAÇÃO";"PRODUTOS ALIMENTÍCIOS";"INDUSTRIA";"ALIMENTO E BEBIDA";"55350000,0"
2026;2;"INDIRETA";"BNDES FINAME";"MATERIAIS INDUSTRIALIZADOS";"NÃO";"GRANDE";"SUL";"PARANA";"JACAREZINHO";4111803;"INDÚSTRIA DE TRANSFORMAÇÃO";"METALURGIA";"INDUSTRIA";"METALURGIA E PRODUTOS";"55000000,0"
2026;1;"INDIRETA";"BNDES FINAME";"MATERIAIS INDUSTRIALIZADOS";"NÃO";"GRANDE";"SUL";"PARANA";"CURITIBA";4106902;"INDÚSTRIA DE TRANSFORMAÇÃO";"QUÍMICA";"INDUSTRIA";"QUÍMICA E PETROQUÍMICA";"55000000,0"
2026;1;"DIRETA";"BNDES FINEM";"PRODUÇÃO DE ALIMENTOS E BIOCOMBUSTÍVEIS";"NÃO";"GRANDE";"CENTRO OESTE";"MATO GROSSO DO SUL";"DIVERSOS";9999998;"COMÉRCIO E SERVIÇOS";"ATIV AUX TRANSPORTE E ENTREGA";"INFRAESTRUTURA";"ATV. AUX. TRANSPORTES";"53037828,0"
2026;2;"DIRETA";"BNDES FINEM";"PRODUÇÃO DE ALIMENTOS E BIOCOMBUSTÍVEIS";"NÃO";"GRANDE";"SUL";"PARANA";"SAO JORGE D'OESTE";4125209;"INDÚSTRIA DE TRANSFORMAÇÃO";"PRODUTOS ALIMENTÍCIOS";"INDUSTRIA";"ALIMENTO E BEBIDA";"52633442,44"
2026;1;"DIRETA";"BNDES FINEM";"LOGÍSTICA – RODOVIAS PRIMEIRO CICLO";"NÃO";"GRANDE";"SUDESTE";"RIO DE JANEIRO";"DIVERSOS";9999998;"COMÉRCIO E SERVIÇOS";"ATIV AUX TRANSPORTE E ENTREGA";"INFRAESTRUTURA";"ATV. AUX. TRANSPORTES";"51000000,0"
2026;1;"DIRETA";"BNDES FINEM";"BNDES EMERGENCIAL – RIO GRANDE DO SUL";"NÃO";"GRANDE";"SUL";"RIO GRANDE DO SUL";"RIO GRANDE";4315602;"COMÉRCIO E SERVIÇOS";"ATIV AUX TRANSPORTE E ENTREGA";"INFRAESTRUTURA";"ATV. AUX. TRANSPORTES";"50471084,88"
2026;1;"INDIRETA";"BNDES AUTOMÁTICO";"PROGRAMA BNDES BRASIL SOBERANO";"NÃO";"GRANDE";"SUDESTE";"SAO PAULO";"QUATA";3541703;"INDÚSTRIA DE TRANSFORMAÇÃO";"PRODUTOS ALIMENTÍCIOS";"INDUSTRIA";"ALIMENTO E BEBIDA";"50000000,0"
2026;2;"INDIRETA";"BNDES AUTOMÁTICO";"PROGRAMA BNDES BRASIL SOBERANO";"NÃO";"GRANDE";"SUDESTE";"SAO PAULO";"MAUA";3529401;"INDÚSTRIA DE TRANSFORMAÇÃO";"BORRACHA E PLÁSTICO";"INDUSTRIA";"OUTRAS";"50000000,0"
2026;1;"INDIRETA";"BNDES AUTOMÁTICO";"PROGRAMA BNDES BRASIL SOBERANO";"NÃO";"GRANDE";"SUDESTE";"MINAS GERAIS";"ITANHANDU";3133105;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"50000000,0"
2026;1;"INDIRETA";"BNDES AUTOMÁTICO";"PROGRAMA BNDES BRASIL SOBERANO";"NÃO";"GRANDE";"SUDESTE";"MINAS GERAIS";"POCOS DE CALDAS";3151800;"COMÉRCIO E SERVIÇOS";"COMÉRCIO";"COMÉRCIO E SERVIÇOS";"COMÉRCIO E SERVIÇOS";"50000000,0"
2026;2;"DIRETA";"BNDES FINEM";"PROGRAMA BNDES BRASIL SOBERANO";"NÃO";"GRANDE";"SUL";"PARANA";"IBIPORA";4109807;"INDÚSTRIA DE TRANSFORMAÇÃO";"PRODUTOS ALIMENTÍCIOS";"INDUSTRIA";"ALIMENTO E BEBIDA";"50000000,0"
2026;1;"INDIRETA";"BNDES-EXIM";"PROGRAMA BNDES BRASIL SOBERANO";"NÃO";"GRANDE";"SUL";"SANTA CATARINA";"BRUSQUE";4202909;"INDÚSTRIA DE TRANSFORMAÇÃO";"VEÍCULO, REBOQUE E CARROCERIA";"INDUSTRIA";"MATERIAL DE TRANSPORTE";"50000000,0"
2026;2;"INDIRETA";"BNDES-EXIM";"PROGRAMA BNDES BRASIL SOBERANO";"NÃO";"GRANDE";"SUDESTE";"SAO PAULO";"JUNDIAI";3525904;"INDÚSTRIA DE TRANSFORMAÇÃO";"MÁQ, APARELHO ELETRICO";"INDUSTRIA";"MECÂNICA";"50000000,0"
2026;2;"DIRETA";"BNDES-EXIM";"PROGRAMA BNDES BRASIL SOBERANO";"NÃO";"GRANDE";"SUDESTE";"SAO PAULO";"RIBEIRAO PIRES";3543303;"INDÚSTRIA DE TRANSFORMAÇÃO";"PRODUTO DE METAL";"INDUSTRIA";"METALURGIA E PRODUTOS";"50000000,0"
2026;3;"INDIRETA";"BNDES FINAME";"MATERIAIS INDUSTRIALIZADOS";"NÃO";"GRANDE";"SUDESTE";"SAO PAULO";"GUARULHOS";3518800;"INDÚSTRIA DE TRANSFORMAÇÃO";"QUÍMICA";"INDUSTRIA";"QUÍMICA E PETROQUÍMICA";"50000000,0"
2026;3;"INDIRETA";"BNDES FINAME";"PROGRAMA BNDES RENOVA FROTA";"NÃO";"GRANDE";"SUL";"PARANA";"MEDIANEIRA";4115804;"COMÉRCIO E SERVIÇOS";"TRANSPORTE TERRESTRE";"INFRAESTRUTURA";"TRANSPORTE RODOVIÁRIO";"50000000,0"
